aegypti_Ago2_non3UTRtop.geneId	aegypti_Ago2_non3UTRtop.transcriptId
AAEL027400	AAEL027400-RD
AAEL013199	AAEL013199-RA
AAEL019648	AAEL019648-RA
AAEL024135	AAEL024135-RA
AAEL003896	AAEL003896-RA
AAEL009380	AAEL009380-RA
AAEL003901	AAEL003901-RA
AAEL003887	AAEL003887-RA
AAEL003872	AAEL003872-RA
AAEL003873	AAEL003873-RC
AAEL003875	AAEL003875-RE
AAEL003890	AAEL003890-RA
AAEL009377	AAEL009377-RA
AAEL009381	AAEL009381-RC
AAEL019784	AAEL019784-RA
AAEL017116	AAEL017116-RE
AAEL005220	AAEL005220-RD
AAEL025782	AAEL025782-RA
AAEL019500	AAEL019500-RG
AAEL022608	AAEL022608-RA
AAEL004356	AAEL004356-RB
AAEL004378	AAEL004378-RA
AAEL004379	AAEL004379-RA
AAEL024230	AAEL024230-RA
AAEL020061	AAEL020061-RA
AAEL019403	AAEL019403-RA
AAEL020392	AAEL020392-RA
AAEL004352	AAEL004352-RC
AAEL004351	AAEL004351-RG
AAEL022046	AAEL022046-RB
AAEL027603	AAEL027603-RA
AAEL008705	AAEL008705-RB
AAEL010991	AAEL010991-RC
AAEL000388	AAEL000388-RA
AAEL018685	AAEL018685-RA
AAEL018687	AAEL018687-RA
AAEL018689	AAEL018689-RA
AAEL018691	AAEL018691-RA
AAEL018662	AAEL018662-RA
AAEL018668	AAEL018668-RA
AAEL018670	AAEL018670-RA
AAEL024089	AAEL024089-RA
AAEL027473	AAEL027473-RA
AAEL023486	AAEL023486-RA
AAEL023000	AAEL023000-RA
AAEL020187	AAEL020187-RA
AAEL024775	AAEL024775-RA
AAEL020814	AAEL020814-RA
AAEL025324	AAEL025324-RA
AAEL028673	AAEL028673-RA
AAEL026438	AAEL026438-RA
AAEL020907	AAEL020907-RB
AAEL012235	AAEL012235-RA
AAEL023142	AAEL023142-RA
AAEL004503	AAEL004503-RC
AAEL027335	AAEL027335-RA
AAEL023734	AAEL023734-RA
AAEL028823	AAEL028823-RA
AAEL007880	AAEL007880-RA
AAEL009825	AAEL009825-RA
AAEL023255	AAEL023255-RA
AAEL024321	AAEL024321-RA
AAEL028133	AAEL028133-RA
AAEL022585	AAEL022585-RA
AAEL024868	AAEL024868-RA
AAEL022203	AAEL022203-RB
AAEL020447	AAEL020447-RA
AAEL024722	AAEL024722-RA
AAEL020643	AAEL020643-RA
AAEL025856	AAEL025856-RA
AAEL020590	AAEL020590-RA
AAEL024358	AAEL024358-RA
AAEL011754	AAEL011754-RC
AAEL021758	AAEL021758-RA
AAEL022056	AAEL022056-RA
AAEL025271	AAEL025271-RA
AAEL027301	AAEL027301-RA
AAEL024040	AAEL024040-RA
AAEL020369	AAEL020369-RA
AAEL007080	AAEL007080-RE
AAEL026967	AAEL026967-RA
AAEL024696	AAEL024696-RD
AAEL025133	AAEL025133-RA
AAEL020777	AAEL020777-RA
AAEL023762	AAEL023762-RA
AAEL020743	AAEL020743-RA
AAEL027608	AAEL027608-RA
AAEL027974	AAEL027974-RA
AAEL027501	AAEL027501-RA
AAEL020211	AAEL020211-RA
AAEL023305	AAEL023305-RA
AAEL025082	AAEL025082-RA
AAEL027891	AAEL027891-RA
AAEL022629	AAEL022629-RA
AAEL023957	AAEL023957-RA
AAEL022254	AAEL022254-RA
AAEL024652	AAEL024652-RA
AAEL021161	AAEL021161-RA
AAEL023950	AAEL023950-RA
AAEL026275	AAEL026275-RA
AAEL022414	AAEL022414-RA
AAEL025368	AAEL025368-RA
AAEL023932	AAEL023932-RA
AAEL024254	AAEL024254-RA
AAEL028812	AAEL028812-RA
AAEL022785	AAEL022785-RA
AAEL027636	AAEL027636-RA
AAEL025999	AAEL025999-RA
AAEL025213	AAEL025213-RA
AAEL007010	AAEL007010-RA
AAEL026904	AAEL026904-RA
AAEL013135	AAEL013135-RA
AAEL001289	AAEL001289-RA
AAEL022928	AAEL022928-RA
AAEL020291	AAEL020291-RC
AAEL022015	AAEL022015-RA
AAEL025660	AAEL025660-RA
AAEL025286	AAEL025286-RA
AAEL028735	AAEL028735-RA
AAEL023176	AAEL023176-RA
AAEL021422	AAEL021422-RA
AAEL021760	AAEL021760-RA
AAEL002815	AAEL002815-RA
AAEL024927	AAEL024927-RA
AAEL025939	AAEL025939-RA
AAEL021382	AAEL021382-RA
AAEL025187	AAEL025187-RA
AAEL027279	AAEL027279-RA
AAEL025680	AAEL025680-RA
AAEL011968	AAEL011968-RA
AAEL028771	AAEL028771-RA
AAEL028668	AAEL028668-RA
AAEL028730	AAEL028730-RA
AAEL021655	AAEL021655-RA
AAEL022327	AAEL022327-RA
AAEL022078	AAEL022078-RB
AAEL025466	AAEL025466-RA
AAEL023101	AAEL023101-RA
AAEL021319	AAEL021319-RA
AAEL023344	AAEL023344-RA
AAEL001313	AAEL001313-RA
AAEL004793	AAEL004793-RC
AAEL008411	AAEL008411-RA
AAEL002110	AAEL002110-RB
AAEL023526	AAEL023526-RA
AAEL027028	AAEL027028-RA
AAEL022415	AAEL022415-RA
AAEL021311	AAEL021311-RA
AAEL028739	AAEL028739-RA
AAEL028782	AAEL028782-RA
AAEL028731	AAEL028731-RA
AAEL028862	AAEL028862-RA
AAEL028694	AAEL028694-RA
AAEL016522	AAEL016522-RA
AAEL020050	AAEL020050-RA
AAEL026566	AAEL026566-RA
AAEL025151	AAEL025151-RA
AAEL024591	AAEL024591-RA
AAEL022741	AAEL022741-RA
AAEL025700	AAEL025700-RA
AAEL022157	AAEL022157-RA
AAEL020319	AAEL020319-RA
